,No,year,month,day,hour,season,PM_Taiyuanjie,PM_US Post,PM_Xiaoheyan,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,sum,count,ave
33164,33165,2013,10,13,20,3,41,44,55,9,81.88,1018,12,SE,10,0,0,140,3,46.67
33165,33166,2013,10,13,21,3,45,35,48,9,81.88,1018,12,SE,11,0,0,128,3,42.67
33166,33167,2013,10,13,22,3,47,41,39,9,81.88,1018,12,SW,1,0,0,127,3,42.33
33167,33168,2013,10,13,23,3,50,49,36,9,76.68,1017,13,SW,3,0,0,135,3,45.0
33168,33169,2013,10,14,0,3,55,49,49,10,87.57,1017,12,SW,5,1,1,153,3,51.0
33169,33170,2013,10,14,1,3,57,49,45,10,87.57,1017,12,SW,7,1.6,2.6,151,3,50.33
33170,33171,2013,10,14,2,3,55,45,39,10,93.55,1018,11,SW,9,0.4,3,139,3,46.33
33171,33172,2013,10,14,3,3,51,46,39,10,93.55,1019,11,SW,10,1.7,4.7,136,3,45.33
33172,33173,2013,10,14,4,3,13,15,23,10,93.55,1021,11,NW,4,1.6,6.3,51,3,17.0
33173,33174,2013,10,14,5,3,4,5,12,6,81.48,1022,9,NW,11,1,7.3,21,3,7.0
33174,33175,2013,10,14,6,3,5,10,13,4,81.2,1024,7,NW,17,0.3,7.6,28,3,9.33
33175,33176,2013,10,14,7,3,6,6,14,4,81.2,1025,7,NW,21,0,0,26,3,8.67
33176,33177,2013,10,14,8,3,6,6,16,2,65.82,1026,8,NW,27,0,0,28,3,9.33
33177,33178,2013,10,14,9,3,6,6,16,0,61.01,1027,7,NW,33,0,0,28,3,9.33
33178,33179,2013,10,14,10,3,7,5,14,-1,52.98,1028,8,NW,39,0,0,26,3,8.67
33179,33180,2013,10,14,11,3,6,9,13,-2,49.22,1028,8,NW,45,0,0,28,3,9.33
33180,33181,2013,10,14,12,3,9,11,12,-5,39.32,1028,8,NW,50,0,0,32,3,10.67
33181,33182,2013,10,14,13,3,8,9,12,-4,42.4,1027,8,NW,55,0,0,29,3,9.67
33182,33183,2013,10,14,14,3,7,12,11,-5,39.32,1027,8,NW,61,0,0,30,3,10.0
33183,33184,2013,10,14,15,3,7,9,12,-6,34.05,1028,9,NW,66,0,0,28,3,9.33
33184,33185,2013,10,14,16,3,8,12,12,-8,31.23,1028,8,NW,71,0,0,32,3,10.67
33185,33186,2013,10,14,17,3,13,12,14,-9,30.92,1028,7,NW,75,0,0,39,3,13.0
33186,33187,2013,10,14,18,3,18,11,15,-10,28.58,1029,7,NW,82,0,0,44,3,14.67
33187,33188,2013,10,14,19,3,23,26,16,-10,30.61,1029,6,NW,87,0,0,65,3,21.67
33188,33189,2013,10,14,20,3,25,24,22,-9,35.51,1030,5,NE,3,0,0,71,3,23.67
33189,33190,2013,10,14,21,3,28,14,26,-8,38.39,1030,5,NW,2,0,0,68,3,22.67
33190,33191,2013,10,14,22,3,31,29,28,-8,41.17,1030,4,NE,2,0,0,88,3,29.33
33191,33192,2013,10,14,23,3,21,20,26,-7,51.27,1031,2,NW,2,0,0,67,3,22.33
33192,33193,2013,10,15,0,3,20,17,22,-8,44.19,1030,3,NW,5,0,0,59,3,19.67
33193,33194,2013,10,15,1,3,12,11,21,-9,38.08,1030,4,NW,9,0,0,44,3,14.67
33194,33195,2013,10,15,2,3,8,17,19,-8,47.44,1030,2,NW,13,0,0,44,3,14.67
33195,33196,2013,10,15,3,3,7,7,20,-7,55.08,1030,1,NE,3,0,0,34,3,11.33
33196,33197,2013,10,15,4,3,8,11,20,-7,55.08,1030,1,NW,3,0,0,39,3,13.0
33197,33198,2013,10,15,5,3,10,14,25,-8,50.97,1030,1,NW,6,0,0,49,3,16.33
33198,33199,2013,10,15,6,3,10,10,25,-8,54.8,1031,0,NE,3,0,0,45,3,15.0
33199,33200,2013,10,15,7,3,11,12,28,-7,51.27,1031,2,NE,7,0,0,51,3,17.0
33200,33201,2013,10,15,8,3,16,15,28,-8,44.19,1031,3,NW,4,0,0,59,3,19.67
33201,33202,2013,10,15,9,3,18,20,29,-7,44.49,1031,4,NE,4,0,0,67,3,22.33
33202,33203,2013,10,15,10,3,17,17,24,-7,38.7,1030,6,NE,8,0,0,58,3,19.33
33203,33204,2013,10,15,11,3,13,9,17,-7,36.13,1030,7,NE,13,0,0,39,3,13.0
33204,33205,2013,10,15,12,3,13,13,16,-8,31.23,1029,8,NW,5,0,0,42,3,14.0
33205,33206,2013,10,15,13,3,12,10,17,-9,28.88,1028,8,NE,6,0,0,39,3,13.0
33206,33207,2013,10,15,14,3,11,15,18,-9,28.88,1027,8,NW,6,0,0,44,3,14.67
33207,33208,2013,10,15,15,3,11,14,16,-9,28.88,1027,8,NE,5,0,0,41,3,13.67
33208,33209,2013,10,15,16,3,11,21,15,-10,26.69,1027,8,NW,5,0,0,47,3,15.67
33209,33210,2013,10,15,17,3,11,18,15,-10,30.61,1027,6,NE,4,0,0,44,3,14.67
33210,33211,2013,10,15,18,3,11,30,15,-9,35.51,1027,5,NW,3,0,0,56,3,18.67
33211,33212,2013,10,15,19,3,,53,,-8,41.17,1027,4,NE,3,0,0,53,1,53.0
33212,33213,2013,10,15,20,3,11,48,15,-8,41.17,1027,4,NE,5,0,0,74,3,24.67
33213,33214,2013,10,15,21,3,11,38,15,-7,51.27,1027,2,NE,8,0,0,64,3,21.33
33214,33215,2013,10,15,22,3,11,37,15,-6,59.48,1027,1,NE,11,0,0,63,3,21.0
33215,33216,2013,10,15,23,3,11,41,15,-5,69,1026,0,cv,1,0,0,67,3,22.33
33216,33217,2013,10,16,0,3,11,62,15,-5,69,1026,0,cv,1,0,0,88,3,29.33
33217,33218,2013,10,16,1,3,11,76,15,-4,80.04,1026,-1,cv,1,0,0,102,3,34.0
33218,33219,2013,10,16,2,3,11,86,15,-4,80.04,1026,-1,SE,2,0,0,112,3,37.33
33219,33220,2013,10,16,3,3,11,113,15,-5,79.89,1025,-2,SE,3,0,0,139,3,46.33
33220,33221,2013,10,16,4,3,11,120,15,-4,86.15,1025,-2,NE,1,0,0,146,3,48.67
33221,33222,2013,10,16,5,3,11,99,15,-5,86.04,1025,-3,cv,1,0,0,125,3,41.67
33222,33223,2013,10,16,6,3,11,108,15,-5,86.04,1025,-3,cv,2,0,0,134,3,44.67
33223,33224,2013,10,16,7,3,11,93,15,-3,86.26,1025,-1,SE,3,0,0,119,3,39.67
33224,33225,2013,10,16,8,3,11,100,15,-2,74.78,1025,2,SE,5,0,0,126,3,42.0
33225,33226,2013,10,16,9,3,97,118,92,-4,52.13,1025,5,cv,1,0,0,307,3,102.33
33226,33227,2013,10,16,10,3,97,111,92,-4,45.4,1025,7,SW,1,0,0,300,3,100.0
33227,33228,2013,10,16,11,3,89,87,72,-6,31.84,1025,10,cv,1,0,0,248,3,82.67
33228,33229,2013,10,16,12,3,63,69,62,-7,27.58,1024,11,cv,2,0,0,194,3,64.67
33229,33230,2013,10,16,13,3,68,72,58,-6,27.88,1023,12,SW,2,0,0,198,3,66.0
33230,33231,2013,10,16,14,3,56,63,78,-5,30.09,1023,12,SW,5,0,0,197,3,65.67
33231,33232,2013,10,16,15,3,49,49,45,-6,27.88,1023,12,SW,8,0,0,143,3,47.67
33232,33233,2013,10,16,16,3,51,54,59,-5,30.09,1024,12,SW,10,0,0,164,3,54.67
33233,33234,2013,10,16,17,3,51,57,59,-5,34.36,1024,10,NW,1,0,0,167,3,55.67
33234,33235,2013,10,16,18,3,75,76,78,-5,39.32,1025,8,cv,1,0,0,229,3,76.33
33235,33236,2013,10,16,19,3,86,86,111,-3,56.18,1025,5,cv,2,0,0,283,3,94.33
33236,33237,2013,10,16,20,3,102,132,177,-3,60.25,1026,4,cv,2,0,0,411,3,137.0
33237,33238,2013,10,16,21,3,189,150,169,-2,64.9,1026,4,SE,2,0,0,508,3,169.33
33238,33239,2013,10,16,22,3,163,139,165,-2,64.9,1026,4,SE,4,0,0,467,3,155.67
33239,33240,2013,10,16,23,3,172,196,185,-3,69.43,1026,2,cv,0,0,0,553,3,184.33
33240,33241,2013,10,17,0,3,174,189,195,-2,74.78,1026,2,SE,2,0,0,558,3,186.0
33241,33242,2013,10,17,1,3,198,178,216,-4,69.21,1027,1,SW,2,0,0,592,3,197.33
33242,33243,2013,10,17,2,3,211,199,181,-3,80.19,1027,0,NE,1,0,0,591,3,197.0
33243,33244,2013,10,17,3,3,227,196,190,-2,86.37,1028,0,NE,3,0,0,613,3,204.33
33244,33245,2013,10,17,4,3,215,183,223,-3,86.26,1028,-1,cv,0,0,0,621,3,207.0
33245,33246,2013,10,17,5,3,187,165,205,-2,86.37,1028,0,SE,2,0,0,557,3,185.67
33246,33247,2013,10,17,6,3,233,203,190,-2,92.91,1029,-1,SE,3,0,0,626,3,208.67
33247,33248,2013,10,17,7,3,180,166,,-1,86.47,1029,1,SE,4,0,0,346,2,173.0
33248,33249,2013,10,17,8,3,181,172,9,0,75.14,1029,4,SE,6,0,0,362,3,120.67
33249,33250,2013,10,17,9,3,176,169,167,0,61.01,1029,7,SE,7,0,0,512,3,170.67
33250,33251,2013,10,17,10,3,141,140,144,-1,43.31,1029,11,SE,9,0,0,425,3,141.67
33251,33252,2013,10,17,11,3,141,95,144,-4,30.39,1028,13,SE,11,0,0,380,3,126.67
33252,33253,2013,10,17,12,3,79,64,75,-5,26.4,1028,14,cv,2,0,0,218,3,72.67
33253,33254,2013,10,17,13,3,64,67,63,-4,26.69,1027,15,SW,2,0,0,194,3,64.67
33254,33255,2013,10,17,14,3,64,72,59,-4,26.69,1026,15,SW,3,0,0,195,3,65.0
33255,33256,2013,10,17,15,3,69,64,63,-5,23.22,1026,16,SW,5,0,0,196,3,65.33
33256,33257,2013,10,17,16,3,59,52,61,-3,28.77,1026,15,SW,7,0,0,172,3,57.33
33257,33258,2013,10,17,17,3,48,63,71,-2,37.66,1026,12,SW,8,0,0,182,3,60.67
33258,33259,2013,10,17,18,3,64,102,94,-3,37.36,1026,11,SW,10,0,0,260,3,86.67
33259,33260,2013,10,17,19,3,89,132,143,-2,43.01,1026,10,SE,3,0,0,364,3,121.33
33260,33261,2013,10,17,20,3,120,164,,0,61.01,1026,7,SE,5,0,0,284,2,142.0
33261,33262,2013,10,17,21,3,148,179,,0,61.01,1026,7,SE,7,0,0,327,2,163.5
33262,33263,2013,10,17,22,3,119,198,187,0,61.01,1026,7,SE,10,0,0,504,3,168.0
33263,33264,2013,10,17,23,3,110,155,177,0,61.01,1026,7,SE,12,0,0,442,3,147.33
33264,33265,2013,10,18,0,3,83,141,155,0,61.01,1026,7,SE,14,0,0,379,3,126.33
33265,33266,2013,10,18,1,3,68,103,132,0,61.01,1026,7,SE,16,0,0,303,3,101.0
33266,33267,2013,10,18,2,3,54,100,109,0,61.01,1026,7,SE,19,0,0,263,3,87.67
33267,33268,2013,10,18,3,3,56,86,107,0,61.01,1026,7,SE,21,0,0,249,3,83.0
33268,33269,2013,10,18,4,3,46,73,105,1,65.59,1026,7,SE,23,0,0,224,3,74.67
33269,33270,2013,10,18,5,3,50,55,76,2,65.82,1026,8,SE,25,0,0,181,3,60.33
33270,33271,2013,10,18,6,3,33,40,67,2,65.82,1026,8,SE,28,0,0,140,3,46.67
33271,33272,2013,10,18,7,3,46,39,63,3,66.05,1027,9,SE,31,0,0,148,3,49.33
33272,33273,2013,10,18,8,3,40,45,57,5,62.24,1027,12,SE,35,0,0,142,3,47.33
33273,33274,2013,10,18,9,3,63,55,61,6,54.88,1027,15,SW,5,0,0,179,3,59.67
33274,33275,2013,10,18,10,3,57,57,52,5,48.03,1027,16,SW,11,0,0,166,3,55.33
33275,33276,2013,10,18,11,3,67,70,65,5,45.07,1026,17,SW,18,0,0,202,3,67.33
33276,33277,2013,10,18,12,3,67,69,60,5,42.32,1026,18,SW,24,0,0,196,3,65.33
33277,33278,2013,10,18,13,3,71,59,51,4,39.46,1025,18,SW,29,0,0,181,3,60.33
33278,33279,2013,10,18,14,3,62,,48,4,39.46,1024,18,SW,34,0,0,110,2,55.0
33279,33280,2013,10,18,15,3,69,,54,4,39.46,1024,18,SW,38,0,0,123,2,61.5
33280,33281,2013,10,18,16,3,67,,75,5,45.07,1024,17,SW,41,0,0,142,2,71.0
33281,33282,2013,10,18,17,3,82,,115,5,48.03,1024,16,SW,43,0,0,197,2,98.5
33282,33283,2013,10,18,18,3,104,137,109,5,54.62,1025,14,SW,45,0,0,350,3,116.67
33283,33284,2013,10,18,19,3,105,119,115,5,58.29,1025,13,SE,2,0,0,339,3,113.0
33284,33285,2013,10,18,20,3,100,100,100,5,62.24,1025,12,SE,4,0,0,300,3,100.0
33285,33286,2013,10,18,21,3,83,75,74,5,62.24,1025,12,SE,7,0,0,232,3,77.33
33286,33287,2013,10,18,22,3,59,61,69,6,66.71,1025,12,SE,9,0,0,189,3,63.0
33287,33288,2013,10,18,23,3,65,51,70,7,76.35,1026,11,SE,11,0,0,186,3,62.0
33288,33289,2013,10,19,0,3,60,52,68,7,76.35,1025,11,SE,13,0,0,180,3,60.0
33289,33290,2013,10,19,1,3,54,57,65,6,71.27,1025,11,SE,15,0,0,176,3,58.67
33290,33291,2013,10,19,2,3,51,53,62,5,66.49,1025,11,SE,17,0,0,166,3,55.33
33291,33292,2013,10,19,3,3,52,51,57,5,66.49,1024,11,SE,19,0,0,160,3,53.33
33292,33293,2013,10,19,4,3,56,64,61,5,71.07,1024,10,SE,21,0,0,181,3,60.33
33293,33294,2013,10,19,5,3,62,61,71,6,81.48,1024,9,SE,23,0,0,194,3,64.67
33294,33295,2013,10,19,6,3,74,77,82,6,76.18,1024,10,SE,24,0,0,233,3,77.67
33295,33296,2013,10,19,7,3,76,79,99,7,81.61,1025,10,SE,26,0,0,254,3,84.67
33296,33297,2013,10,19,8,3,78,76,80,8,71.66,1025,13,SE,28,0,0,234,3,78.0
33297,33298,2013,10,19,9,3,74,87,66,7,58.79,1025,15,SW,5,0,0,227,3,75.67
33298,33299,2013,10,19,10,3,81,70,63,7,55.15,1025,16,SW,9,0,0,214,3,71.33
33299,33300,2013,10,19,11,3,83,76,54,7,51.75,1025,17,SW,14,0,0,213,3,71.0
33300,33301,2013,10,19,12,3,71,71,58,7,51.75,1024,17,SW,18,0,0,200,3,66.67
33301,33302,2013,10,19,13,3,124,83,80,7,51.75,1024,17,SW,21,0,0,287,3,95.67
33302,33303,2013,10,19,14,3,130,101,83,9,71.85,1024,14,SW,27,1,1,314,3,104.67
33303,33304,2013,10,19,15,3,158,85,116,11,93.6,1025,12,SW,30,0.3,1.3,359,3,119.67
33304,33305,2013,10,19,16,3,112,71,83,11,93.6,1025,12,SW,32,0.5,1.8,266,3,88.67
33305,33306,2013,10,19,17,3,109,83,70,10,93.55,1025,11,SE,2,0.6,2.4,262,3,87.33
33306,33307,2013,10,19,18,3,107,89,88,10,93.55,1025,11,SE,3,1.6,4,284,3,94.67
33307,33308,2013,10,19,19,3,113,92,90,10,93.55,1025,11,SE,5,0.7,4.7,295,3,98.33
33308,33309,2013,10,19,20,3,98,84,95,10,93.55,1025,11,SE,6,1.7,6.4,277,3,92.33
33309,33310,2013,10,19,21,3,107,92,88,10,93.55,1025,11,SE,7,0.8,7.2,287,3,95.67
33310,33311,2013,10,19,22,3,109,86,91,10,93.55,1025,11,SE,10,2.4,9.6,286,3,95.33
33311,33312,2013,10,19,23,3,109,85,94,10,93.55,1024,11,NE,2,1.2,10.8,288,3,96.0
33312,33313,2013,10,20,0,3,97,80,95,10,93.55,1024,11,SE,2,0.4,11.2,272,3,90.67
33313,33314,2013,10,20,1,3,110,103,104,10,100,1024,10,NW,1,0.9,12.1,317,3,105.67
33314,33315,2013,10,20,2,3,108,118,101,10,93.55,1023,11,NE,1,0.1,12.2,327,3,109.0
33315,33316,2013,10,20,3,3,108,143,101,10,93.55,1023,11,SE,3,0.1,12.3,352,3,117.33
33316,33317,2013,10,20,4,3,140,138,135,10,93.55,1023,11,NE,3,0.1,12.4,413,3,137.67
33317,33318,2013,10,20,5,3,145,140,146,10,100,1023,10,cv,0,0,0,431,3,143.67
33318,33319,2013,10,20,6,3,127,132,116,9,93.5,1023,10,NW,2,0,0,375,3,125.0
33319,33320,2013,10,20,7,3,118,99,119,10,100,1023,10,NW,3,0,0,336,3,112.0
33320,33321,2013,10,20,8,3,129,105,122,10,93.55,1023,11,NW,5,0,0,356,3,118.67
33321,33322,2013,10,20,9,3,124,113,130,10,93.55,1023,11,NE,1,0,0,367,3,122.33
33322,33323,2013,10,20,10,3,163,137,138,10,93.55,1023,11,cv,1,0,0,438,3,146.0
33323,33324,2013,10,20,11,3,154,140,159,11,93.6,1023,12,NE,3,0,0,453,3,151.0
33324,33325,2013,10,20,12,3,157,156,159,11,93.6,1022,12,SW,2,0,0,472,3,157.33
33325,33326,2013,10,20,13,3,156,160,152,11,93.6,1022,12,SW,4,0,0,468,3,156.0
33326,33327,2013,10,20,14,3,156,150,142,11,93.6,1022,12,SW,6,0,0,448,3,149.33
33327,33328,2013,10,20,15,3,179,158,150,10,93.55,1022,11,SW,9,0,0,487,3,162.33
33328,33329,2013,10,20,16,3,183,174,164,10,93.55,1022,11,SW,10,0,0,521,3,173.67
33329,33330,2013,10,20,17,3,166,172,172,10,93.55,1023,11,SW,12,0,0,510,3,170.0
33330,33331,2013,10,20,18,3,160,153,166,10,100,1023,10,SE,1,0,0,479,3,159.67
33331,33332,2013,10,20,19,3,168,158,144,10,100,1023,10,SE,2,0,0,470,3,156.67
33332,33333,2013,10,20,20,3,262,186,186,9,93.5,1023,10,SE,3,0,0,634,3,211.33
33333,33334,2013,10,20,21,3,299,244,240,9,93.5,1023,10,SE,5,0,0,783,3,261.0
33334,33335,2013,10,20,22,3,327,256,292,8,93.45,1023,9,SW,1,0,0,875,3,291.67
33335,33336,2013,10,20,23,3,358,289,321,8,93.45,1023,9,cv,0,0,0,968,3,322.67
33336,33337,2013,10,21,0,3,370,300,333,9,100,1023,9,cv,1,0,0,1003,3,334.33
33337,33338,2013,10,21,1,3,352,296,350,7,93.4,1023,8,NE,1,0,0,998,3,332.67
33338,33339,2013,10,21,2,3,331,297,327,7,100,1023,7,NE,3,0,0,955,3,318.33
33339,33340,2013,10,21,3,3,302,271,310,7,100,1023,7,NE,6,0,0,883,3,294.33
33340,33341,2013,10,21,4,3,282,264,266,6,93.35,1023,7,NW,2,0,0,812,3,270.67
33341,33342,2013,10,21,5,3,246,259,235,7,100,1023,7,NE,2,0,0,740,3,246.67
33342,33343,2013,10,21,6,3,221,233,216,7,100,1023,7,NW,1,0,0,670,3,223.33
33343,33344,2013,10,21,7,3,213,236,236,7,93.4,1024,8,NW,2,0,0,685,3,228.33
33344,33345,2013,10,21,8,3,202,248,246,7,93.4,1024,8,NW,4,0,0,696,3,232.0
33345,33346,2013,10,21,9,3,226,258,262,7,93.4,1024,8,NE,2,0,0,746,3,248.67
33346,33347,2013,10,21,10,3,254,280,272,8,100,1024,8,NE,4,0,0,806,3,268.67
33347,33348,2013,10,21,11,3,259,285,277,9,100,1024,9,NE,5,0,0,821,3,273.67
33348,33349,2013,10,21,12,3,259,286,277,9,93.5,1023,10,NW,2,0,0,822,3,274.0
33349,33350,2013,10,21,13,3,248,269,246,9,87.47,1023,11,NE,2,0,0,763,3,254.33
33350,33351,2013,10,21,14,3,231,254,251,9,87.47,1022,11,NE,5,0,0,736,3,245.33
33351,33352,2013,10,21,15,3,231,244,251,9,87.47,1022,11,NW,3,0,0,726,3,242.0
33352,33353,2013,10,21,16,3,221,,240,8,87.38,1023,10,NW,6,0,0,461,2,230.5
33353,33354,2013,10,21,17,3,209,240,225,8,93.45,1023,9,NE,2,0,0,674,3,224.67
33354,33355,2013,10,21,18,3,188,211,210,8,93.45,1023,9,NW,2,0,0,609,3,203.0
33355,33356,2013,10,21,19,3,176,218,219,8,93.45,1024,9,NW,4,0,0,613,3,204.33
33356,33357,2013,10,21,20,3,180,223,205,7,93.4,1024,8,NE,2,0,0,608,3,202.67
33357,33358,2013,10,21,21,3,178,226,189,7,93.4,1024,8,NE,4,0,0,593,3,197.67
33358,33359,2013,10,21,22,3,179,225,179,7,93.4,1024,8,NE,6,0,0,583,3,194.33
33359,33360,2013,10,21,23,3,170,209,170,7,93.4,1024,8,NE,8,0,0,549,3,183.0
33360,33361,2013,10,22,0,3,153,196,166,7,93.4,1024,8,NW,2,0,0,515,3,171.67
33361,33362,2013,10,22,1,3,160,200,156,7,93.4,1024,8,NE,2,0,0,516,3,172.0
33362,33363,2013,10,22,2,3,161,198,156,7,93.4,1025,8,cv,0,0,0,515,3,171.67
33363,33364,2013,10,22,3,3,171,210,157,7,93.4,1024,8,cv,1,0,0,538,3,179.33
33364,33365,2013,10,22,4,3,159,198,173,7,93.4,1024,8,NE,2,0,0,530,3,176.67
33365,33366,2013,10,22,5,3,175,206,176,7,93.4,1024,8,SE,2,0,0,557,3,185.67
33366,33367,2013,10,22,6,3,173,199,153,7,93.4,1024,8,SE,4,0,0,525,3,175.0
33367,33368,2013,10,22,7,3,173,180,137,7,93.4,1025,8,SE,5,0,0,490,3,163.33
33368,33369,2013,10,22,8,3,175,172,136,7,93.4,1025,8,SE,7,0,0,483,3,161.0
33369,33370,2013,10,22,9,3,183,174,180,8,100,1025,8,cv,1,0,0,537,3,179.0
33370,33371,2013,10,22,10,3,176,184,176,9,100,1025,9,NE,2,0,0,536,3,178.67
33371,33372,2013,10,22,11,3,184,176,201,11,93.6,1024,12,NE,4,0,0,561,3,187.0
33372,33373,2013,10,22,12,3,194,164,159,9,63.18,1023,16,cv,1,0,0,517,3,172.33
33373,33374,2013,10,22,13,3,229,196,185,9,59.29,1022,17,NW,3,0,0,610,3,203.33
33374,33375,2013,10,22,14,3,255,253,271,9,55.67,1022,18,NW,6,0,0,779,3,259.67
33375,33376,2013,10,22,15,3,271,283,259,9,59.29,1022,17,NW,10,0,0,813,3,271.0
33376,33377,2013,10,22,16,3,260,292,261,9,63.18,1022,16,NW,12,0,0,813,3,271.0
33377,33378,2013,10,22,17,3,269,279,263,9,71.85,1022,14,NW,14,0,0,811,3,270.33
33378,33379,2013,10,22,18,3,320,294,269,9,81.88,1021,12,NE,1,0,0,883,3,294.33
33379,33380,2013,10,22,19,3,318,310,310,9,87.47,1021,11,SE,1,0,0,938,3,312.67
33380,33381,2013,10,22,20,3,314,290,335,9,93.5,1021,10,cv,1,0,0,939,3,313.0
33381,33382,2013,10,22,21,3,280,305,,7,93.4,1022,8,cv,2,0,0,585,2,292.5
33382,33383,2013,10,22,22,3,282,321,,7,93.4,1022,8,SE,2,0,0,603,2,301.5
33383,33384,2013,10,22,23,3,382,308,,6,93.35,1022,7,SE,3,0,0,690,2,345.0
33384,33385,2013,10,23,0,3,259,241,296,6,93.35,1022,7,SW,2,0,0,796,3,265.33
33385,33386,2013,10,23,1,3,168,166,177,7,93.4,1023,8,SW,3,0,0,511,3,170.33
33386,33387,2013,10,23,2,3,164,144,151,8,93.45,1023,9,NW,2,0,0,459,3,153.0
33387,33388,2013,10,23,3,3,144,139,139,8,100,1022,8,NE,2,0,0,422,3,140.67
33388,33389,2013,10,23,4,3,96,103,108,8,100,1021,8,NW,1,0,0,307,3,102.33
33389,33390,2013,10,23,5,3,23,26,39,7,93.4,1021,8,SW,2,0,0,88,3,29.33
33390,33391,2013,10,23,6,3,9,6,16,5,87.09,1022,7,SW,7,2.2,2.2,31,3,10.33
33391,33392,2013,10,23,7,3,8,10,17,5,93.29,1023,6,NW,3,2,4.2,35,3,11.67
33392,33393,2013,10,23,8,3,11,13,21,5,93.29,1024,6,SW,3,4.1,8.3,45,3,15.0
33393,33394,2013,10,23,9,3,7,17,31,5,93.29,1022,6,SE,4,0.6,8.9,55,3,18.33
33394,33395,2013,10,23,10,3,15,10,24,6,93.35,1022,7,SE,6,0.7,9.6,49,3,16.33
33395,33396,2013,10,23,11,3,26,13,31,6,93.35,1021,7,SE,8,0.1,9.7,70,3,23.33
33396,33397,2013,10,23,12,3,15,25,31,7,93.4,1020,8,cv,1,0.6,10.3,71,3,23.67
33397,33398,2013,10,23,13,3,23,28,23,7,93.4,1020,8,NE,2,1.4,11.7,74,3,24.67
33398,33399,2013,10,23,14,3,49,46,31,7,93.4,1019,8,NE,3,1.9,13.6,126,3,42.0
33399,33400,2013,10,23,15,3,28,36,39,7,93.4,1019,8,NW,2,0.9,14.5,103,3,34.33
33400,33401,2013,10,23,16,3,36,30,39,7,93.4,1019,8,NW,4,1.4,15.9,105,3,35.0
33401,33402,2013,10,23,17,3,28,33,33,6,93.35,1019,7,NW,8,0.4,16.3,94,3,31.33
33402,33403,2013,10,23,18,3,36,39,38,6,93.35,1019,7,NE,3,0.1,16.4,113,3,37.67
33403,33404,2013,10,23,19,3,44,47,53,6,93.35,1020,7,NW,2,0,0,144,3,48.0
33404,33405,2013,10,23,20,3,54,39,47,6,93.35,1020,7,SW,2,0,0,140,3,46.67
33405,33406,2013,10,23,21,3,54,42,49,6,93.35,1021,7,NW,2,0,0,145,3,48.33
33406,33407,2013,10,23,22,3,46,40,43,4,93.24,1021,5,SW,3,0,0,129,3,43.0
33407,33408,2013,10,23,23,3,51,30,38,4,100,1021,4,SW,5,0,0,119,3,39.67
33408,33409,2013,10,24,0,3,43,33,33,3,93.19,1021,4,SE,2,0,0,109,3,36.33
33409,33410,2013,10,24,1,3,43,28,26,2,100,1021,2,SE,3,0,0,97,3,32.33
33410,33411,2013,10,24,2,3,17,22,13,0,93.02,1021,1,SW,1,0,0,52,3,17.33
33411,33412,2013,10,24,3,3,22,14,23,1,100,1021,1,cv,1,0,0,59,3,19.67
33412,33413,2013,10,24,4,3,17,13,17,0,93.02,1021,1,SW,1,0,0,47,3,15.67
33413,33414,2013,10,24,5,3,20,13,14,0,93.02,1021,1,SW,4,0,0,47,3,15.67
33414,33415,2013,10,24,6,3,11,15,14,1,100,1022,1,SW,7,0,0,40,3,13.33
33415,33416,2013,10,24,7,3,13,11,6,0,86.58,1022,2,SW,9,0,0,30,3,10.0
33416,33417,2013,10,24,8,3,13,14,15,0,80.63,1023,3,SW,12,0,0,42,3,14.0
33417,33418,2013,10,24,9,3,12,24,16,-1,69.85,1023,4,NW,4,0,0,52,3,17.33
33418,33419,2013,10,24,10,3,14,16,16,-2,60.51,1023,5,SW,3,0,0,46,3,15.33
33419,33420,2013,10,24,11,3,13,16,16,-3,52.41,1022,6,SW,6,0,0,45,3,15.0
33420,33421,2013,10,24,12,3,14,15,16,-4,48.63,1022,6,SW,11,0,0,45,3,15.0
33421,33422,2013,10,24,13,3,13,12,15,-4,42.4,1022,8,SW,17,0,0,40,3,13.33
33422,33423,2013,10,24,14,3,12,17,15,-4,45.4,1021,7,SW,22,0,0,44,3,14.67
33423,33424,2013,10,24,15,3,14,23,17,-3,48.93,1022,7,SW,27,0,0,54,3,18.0
33424,33425,2013,10,24,16,3,22,29,20,-3,48.93,1022,7,SW,30,0,0,71,3,23.67
33425,33426,2013,10,24,17,3,22,32,22,-2,60.51,1021,5,SW,32,0,0,76,3,25.33
33426,33427,2013,10,24,18,3,31,41,28,-2,64.9,1021,4,SE,2,0,0,100,3,33.33
33427,33428,2013,10,24,19,3,53,55,34,-1,65.13,1022,5,SE,4,0,0,142,3,47.33
33428,33429,2013,10,24,20,3,49,59,40,0,70.06,1022,5,SE,6,0,0,148,3,49.33
33429,33430,2013,10,24,21,3,49,52,45,1,75.32,1022,5,SW,2,0,0,146,3,48.67
33430,33431,2013,10,24,22,3,56,22,48,0,80.63,1022,3,SW,4,0,0,126,3,42.0
33431,33432,2013,10,24,23,3,36,20,34,1,86.68,1022,3,SW,6,0,0,90,3,30.0
33432,33433,2013,10,25,0,3,64,22,32,1,86.68,1022,3,SW,8,0,0,118,3,39.33
